title,price,image_url,details_url,fuel,year,horsepower,mileage,date,city
TOYOTA C-HR,275.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ef6f6f4c7d3.jpeg,https://www.wandaloo.com/occasion/toyota-c-hr-hybride-occasion-rabat-maroc/38370.html,Hybride,2022,10 cv,34.000 km,30 août 2023,Rabat
AUDI A5 Coupé,110.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ef5ae71825c.jpeg,https://www.wandaloo.com/occasion/audi-a5-coupe-diesel-occasion-el-jadida-maroc/38368.html,Diesel,2010,12 cv,232.000 km,30 août 2023,El Jadida
TOYOTA Yaris,100.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ecf26867140.jpeg,https://www.wandaloo.com/occasion/toyota-yaris-essence-occasion-casablanca-maroc/38360.html,Essence,2017,6 cv,83.000 km,30 août 2023,Casablanca
FORD Focus Sedan,115.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ef333b03d10.jpg,https://www.wandaloo.com/occasion/ford-focus-sedan-diesel-occasion-fes-maroc/38367.html,Diesel,2013,6 cv,142.000 km,30 août 2023,Fès
OPEL Astra,135.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ee5420e8b05.jpeg,https://www.wandaloo.com/occasion/opel-astra-diesel-occasion-casablanca-maroc/38366.html,Diesel,2016,7 cv,90.000 km,29 août 2023,Casablanca
RENAULT Clio,135.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64edfaea4a62c.jpeg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-rabat-maroc/38365.html,Diesel,2019,6 cv,63.000 km,29 août 2023,Rabat
SEAT Ateca,230.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e9e66aa38ff.jpeg,https://www.wandaloo.com/occasion/seat-ateca-diesel-occasion-casablanca-maroc/38342.html,Diesel,2019,8 cv,152.000 km,29 août 2023,Casablanca
HYUNDAI Santa Fe,80.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64edbc9489ee8.jpg,https://www.wandaloo.com/occasion/hyundai-santa-fe-diesel-occasion-casablanca-maroc/38362.html,Diesel,2006,9 cv,221.000 km,29 août 2023,Casablanca
HONDA Civic Berline,82.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64edc4570b8d9.jpg,https://www.wandaloo.com/occasion/honda-civic-berline-essence-occasion-temara-maroc/38363.html,Essence,2010,10 cv,189.800 km,29 août 2023,Temara
VOLKSWAGEN Polo,81.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64edcc36df9bb.jpeg,https://www.wandaloo.com/occasion/volkswagen-polo-essence-occasion-tanger-maroc/38364.html,Essence,2011,7 cv,118.000 km,29 août 2023,Tanger
PEUGEOT 3008,239.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/peugeot-3008-diesel-occasion-casablanca-maroc/38361.html,Diesel,2019,8 cv,78.800 km,28 août 2023,Casablanca
VOLKSWAGEN Polo,120.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ec6ff077d7e.jpeg,https://www.wandaloo.com/occasion/volkswagen-polo-diesel-occasion-rabat-maroc/38358.html,Diesel,2017,7 cv,71.000 km,28 août 2023,Rabat
RENAULT Mégane,55.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ebcea09954a.jpg,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-rabat-maroc/38357.html,Diesel,2001,7 cv,363.063 km,27 août 2023,Rabat
FORD Kuga,175.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cf9a86596d0.jpeg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-casablanca-maroc/38275.html,Diesel,2017,8 cv,76.000 km,28 août 2023,Casablanca
FIAT 500,165.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eb89790480f.png,https://www.wandaloo.com/occasion/fiat-500-essence-occasion-rabat-maroc/38353.html,Essence,2021,7 cv,25.000 km,27 août 2023,Rabat
VOLKSWAGEN Tiguan,225.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-tiguan-diesel-occasion-sale-maroc/38354.html,Diesel,2015,8 cv,160.000 km,27 août 2023,Salé
MERCEDES Classe C,260.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eb97fb786b7.jpeg,https://www.wandaloo.com/occasion/mercedes-classe-c-diesel-occasion-el-jadida-maroc/38355.html,Diesel,2014,9 cv,170.000 km,27 août 2023,El Jadida
VOLKSWAGEN Golf,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eb71c004092.jpg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-khemissate-maroc/38352.html,Diesel,2013,6 cv,187.000 km,27 août 2023,Khemissate
DACIA Sandero,135.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eabe715ee05.jpg,https://www.wandaloo.com/occasion/dacia-sandero-diesel-occasion-rabat-maroc/38346.html,Diesel,2020,6 cv,62.000 km,27 août 2023,Rabat
SEAT Ibiza,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eb26c659dac.jpg,https://www.wandaloo.com/occasion/seat-ibiza-diesel-occasion-temara-maroc/38348.html,Diesel,2018,6 cv,120.000 km,27 août 2023,Temara
ALFA ROMEO Giulietta,162.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eb5c5acd264.jpg,https://www.wandaloo.com/occasion/alfa-romeo-giulietta-diesel-occasion-casablanca-maroc/38351.html,Diesel,2017,8 cv,118.000 km,27 août 2023,Casablanca
BMW Série 2 Coupé,380.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64eb24d70c6eb.jpeg,https://www.wandaloo.com/occasion/bmw-serie-2-coupe-diesel-occasion-fes-maroc/38347.html,Diesel,2021,8 cv,100.000 km,27 août 2023,Fès
DACIA Logan,83.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ea45a6200da.jpg,https://www.wandaloo.com/occasion/dacia-logan-diesel-occasion-rabat-maroc/38344.html,Diesel,2017,6 cv,88.000 km,26 août 2023,Rabat
OPEL Insignia,185.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ea0e7f766e2.jpg,https://www.wandaloo.com/occasion/opel-insignia-diesel-occasion-casablanca-maroc/38343.html,Diesel,2018,8 cv,220.000 km,26 août 2023,Casablanca
HONDA Civic Berline,46.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e8c160d0091.jpg,https://www.wandaloo.com/occasion/honda-civic-berline-essence-occasion-casablanca-maroc/38341.html,Essence,2002,cv,190.000 km,25 août 2023,Casablanca
FORD Fiesta,69.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-fiesta-essence-occasion-casablanca-maroc/38340.html,Essence,2011,7 cv,103.500 km,25 août 2023,Casablanca
FIAT FullBack,175.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e866a39b78a.jpg,https://www.wandaloo.com/occasion/fiat-fullback-diesel-occasion-sale-maroc/38339.html,Diesel,2018,10 cv,128.000 km,25 août 2023,Salé
MERCEDES Classe A,450.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e6137c85d51.jpeg,https://www.wandaloo.com/occasion/mercedes-classe-a-diesel-occasion-casablanca-maroc/38334.html,Diesel,2020,8 cv,70.000 km,25 août 2023,Casablanca
RENAULT Clio,110.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e74fb787afb.jpeg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-larache-maroc/38336.html,Diesel,2017,6 cv,74.000 km,24 août 2023,Larache
VOLVO V40,230.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e6784b0ca87.jpg,https://www.wandaloo.com/occasion/volvo-v40-diesel-occasion-casablanca-maroc/38335.html,Diesel,2018,cv,53.000 km,23 août 2023,Casablanca
VOLKSWAGEN Coccinelle,230.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ddedceb6047.jpg,https://www.wandaloo.com/occasion/volkswagen-coccinelle-diesel-occasion-casablanca-maroc/38306.html,Diesel,2019,8 cv,100.000 km,23 août 2023,Casablanca
RENAULT Clio,98.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-marrakech-maroc/38333.html,Diesel,2017,6 cv,132.000 km,23 août 2023,Marrakech
CITROEN C4 Grand Picasso,79.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/citroen-c4-grand-picasso-diesel-occasion-rabat-maroc/38332.html,Diesel,2009,8 cv,223.444 km,23 août 2023,Rabat
KIA Rio,110.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e4f31b41025.jpg,https://www.wandaloo.com/occasion/kia-rio-diesel-occasion-tanger-maroc/38330.html,Diesel,2016,6 cv,24.000 km,23 août 2023,Tanger
LEXUS ES,370.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e4ce67205ce.jpeg,https://www.wandaloo.com/occasion/lexus-es-hybride-occasion-casablanca-maroc/38328.html,Hybride,2019,9 cv,68.000 km,22 août 2023,Casablanca
FIAT 500,85.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e4d2b5db148.jpg,https://www.wandaloo.com/occasion/fiat-500-diesel-occasion-rabat-maroc/38329.html,Diesel,2012,6 cv,149.000 km,22 août 2023,Rabat
VOLVO XC60,250.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volvo-xc60-diesel-occasion-fes-maroc/38325.html,Diesel,2017,8 cv,129.000 km,22 août 2023,Fès
HYUNDAI ix35,135.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e467ed5e957.jpg,https://www.wandaloo.com/occasion/hyundai-ix35-diesel-occasion-tanger-maroc/38326.html,Diesel,2012,8 cv,145.000 km,22 août 2023,Tanger
RENAULT Laguna,40.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e47f04e7d41.jpg,https://www.wandaloo.com/occasion/renault-laguna-diesel-occasion-casablanca-maroc/38327.html,Diesel,2001,7 cv,1.500.000 km,22 août 2023,Casablanca
PEUGEOT Rifter,190.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e247fb5db18.jpg,https://www.wandaloo.com/occasion/peugeot-rifter-diesel-occasion-marrakech-maroc/38320.html,Diesel,2022,6 cv,90.000 km,22 août 2023,Marrakech
SEAT Arona,230.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/seat-arona-diesel-occasion-safi-maroc/38323.html,Diesel,2023,6 cv,15.000 km,21 août 2023,Safi
HONDA Civic,94.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e28ebd80ac7.jpg,https://www.wandaloo.com/occasion/honda-civic-essence-occasion-casablanca-maroc/38321.html,Essence,2012,cv,137.000 km,21 août 2023,Casablanca
DACIA Sandero,60.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/dacia-sandero-diesel-occasion-casablanca-maroc/38086.html,Diesel,2011,6 cv,180.000 km,16 juin 2023,Casablanca
RENAULT Mégane,235.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d341b3baf6e.jpeg,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-tanger-maroc/38283.html,Diesel,2022,6 cv,12.000 km,20 août 2023,Tanger
TOYOTA C-HR,210.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/toyota-c-hr-hybride-occasion-casablanca-maroc/38317.html,Hybride,2018,10 cv,46.000 km,20 août 2023,Casablanca
SKODA Kodiaq,320.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e215a86aab0.jpeg,https://www.wandaloo.com/occasion/skoda-kodiaq-diesel-occasion-casablanca-maroc/38319.html,Diesel,2020,8 cv,1.000 km,20 août 2023,Casablanca
MASERATI Ghibli,300.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e1e7d5a7ab8.jpg,https://www.wandaloo.com/occasion/maserati-ghibli-diesel-occasion-casablanca-maroc/38318.html,Diesel,2015,cv,83.000 km,20 août 2023,Casablanca
AUDI A3 Berline,165.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e0ff139444e.jpg,https://www.wandaloo.com/occasion/audi-a3-berline-diesel-occasion-marrakech-maroc/38316.html,Diesel,2015,6 cv,200.000 km,19 août 2023,Marrakech
CITROEN C4 Picasso,125.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e0c520e2a1b.jpeg,https://www.wandaloo.com/occasion/citroen-c4-picasso-diesel-occasion-casablanca-maroc/38315.html,Diesel,2014,6 cv,160.000 km,19 août 2023,Casablanca
FORD Fusion,210.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e016ab83bed.jpg,https://www.wandaloo.com/occasion/ford-fusion-diesel-occasion-dakhla-maroc/38313.html,Diesel,2015,8 cv,170.000 km,19 août 2023,Dakhla
MINI 3 portes,260.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64e0c10a439a8.jpg,https://www.wandaloo.com/occasion/mini-3-portes-essence-occasion-settat-maroc/38314.html,Essence,2022,9 cv,2.300 km,19 août 2023,Settat
FORD Fiesta,110.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-fiesta-diesel-occasion-marrakech-maroc/38311.html,Diesel,2016,6 cv,139.000 km,18 août 2023,Marrakech
DACIA Sandero,155.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64de53ef78db5.jpg,https://www.wandaloo.com/occasion/dacia-sandero-diesel-occasion-fes-maroc/38307.html,Diesel,2022,6 cv,11.000 km,17 août 2023,Fès
AUDI A3 Sportback,610.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64de55a5390ac.jpg,https://www.wandaloo.com/occasion/audi-a3-sportback-diesel-occasion-casablanca-maroc/38308.html,Diesel,2022,8 cv,21.000 km,17 août 2023,Casablanca
PEUGEOT 308,137.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/07/64a42ef983cba.jpeg,https://www.wandaloo.com/occasion/peugeot-308-diesel-occasion-tanger-maroc/38138.html,Diesel,2017,6 cv,67.000 km,17 août 2023,Tanger
VOLKSWAGEN Polo,135.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-polo-diesel-occasion-casablanca-maroc/38305.html,Diesel,2017,6 cv,102.327 km,16 août 2023,Casablanca
AUDI Q5,245.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64dbd19263a02.jpg,https://www.wandaloo.com/occasion/audi-q5-diesel-occasion-casablanca-maroc/38304.html,Diesel,2013,12 cv,240.000 km,15 août 2023,Casablanca
TOYOTA Auris,116.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64db6f0a0eacd.jpg,https://www.wandaloo.com/occasion/toyota-auris-diesel-occasion-casablanca-maroc/38302.html,Diesel,2014,6 cv,199.000 km,15 août 2023,Casablanca
CITROEN C4 Cactus,170.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64db5d98bb139.png,https://www.wandaloo.com/occasion/citroen-c4-cactus-diesel-occasion-tanger-maroc/38301.html,Diesel,2019,6 cv,21.000 km,15 août 2023,Tanger
PEUGEOT 208,80.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64db2a4d05df0.jpg,https://www.wandaloo.com/occasion/peugeot-208-diesel-occasion-sale-maroc/38300.html,Diesel,2018,6 cv,86.000 km,15 août 2023,Salé
TOYOTA C-HR,230.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d9ea4be3d59.jpg,https://www.wandaloo.com/occasion/toyota-c-hr-hybride-occasion-oujda-maroc/38295.html,Hybride,2022,10 cv,39.900 km,15 août 2023,Oujda
CHERY Tiggo,45.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64da88df73a6b.jpg,https://www.wandaloo.com/occasion/chery-tiggo-essence-occasion-fes-maroc/38299.html,Essence,2008,cv,250.000 km,14 août 2023,Fès
HYUNDAI Elantra,145.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64da42ba0fc9e.jpg,https://www.wandaloo.com/occasion/hyundai-elantra-diesel-occasion-casablanca-maroc/38297.html,Diesel,2017,6 cv,132.000 km,14 août 2023,Casablanca
SEAT Toledo,105.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/seat-toledo-diesel-occasion-rabat-maroc/38296.html,Diesel,2013,6 cv,177.000 km,14 août 2023,Rabat
HYUNDAI Tucson,260.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64da4bbe4f873.jpg,https://www.wandaloo.com/occasion/hyundai-tucson-diesel-occasion-khenifra-maroc/38298.html,Diesel,2019,6 cv,59.000 km,14 août 2023,Khénifra
RENAULT Mégane Sedan,153.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/renault-megane-sedan-diesel-occasion-errachidia-maroc/38294.html,Diesel,2018,6 cv,155.000 km,14 août 2023,Errachidia
VOLKSWAGEN Golf,320.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d7a0f556d53.jpeg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-agadir-maroc/38290.html,Diesel,2017,8 cv,175.000 km,12 août 2023,Agadir
TOYOTA Corolla Prestige,178.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d7c45edb438.jpg,https://www.wandaloo.com/occasion/toyota-corolla-prestige-hybride-occasion-laayoune-maroc/38292.html,Hybride,2019,9 cv,115.000 km,12 août 2023,Laayoune
NISSAN Qashqai,115.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d7f4270561c.jpg,https://www.wandaloo.com/occasion/nissan-qashqai-diesel-occasion-casablanca-maroc/38293.html,Diesel,2012,cv,290.000 km,12 août 2023,Casablanca
HYUNDAI Accent,43.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d7adee1e5b9.jpeg,https://www.wandaloo.com/occasion/hyundai-accent-essence-occasion-casablanca-maroc/38291.html,Essence,2008,8 cv,210.000 km,12 août 2023,Casablanca
LAND ROVER Range Rover Sport,135.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d78e7212610.jpeg,https://www.wandaloo.com/occasion/land-rover-range-rover-sport-diesel-occasion-casablanca-maroc/38289.html,Diesel,2010,12 cv,198.000 km,12 août 2023,Casablanca
KIA Seltos,250.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/6319ee5be2e28.jpg,https://www.wandaloo.com/occasion/kia-seltos-diesel-occasion-agadir-maroc/36759.html,Diesel,2022,6 cv,15.000 km,12 août 2023,Agadir
CITROEN C3,128.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/01/63b733db7229a.jpg,https://www.wandaloo.com/occasion/citroen-c3-diesel-occasion-oujda-maroc/37307.html,Diesel,2018,6 cv,60.000 km,11 août 2023,Oujda
RENAULT Captur,230.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/07/64d51d106b3e9.jpeg,https://www.wandaloo.com/occasion/renault-captur-essence-occasion-sale-maroc/38132.html,Essence,2022,8 cv,8.900 km,10 août 2023,Salé
FORD Fiesta,115.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d3f4b3013c4.jpg,https://www.wandaloo.com/occasion/ford-fiesta-diesel-occasion-mohammadia-maroc/38286.html,Diesel,2018,6 cv,92.580 km,9 août 2023,Mohammadia
FIAT 500,122.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d232f7e34af.jpg,https://www.wandaloo.com/occasion/fiat-500-essence-occasion-casablanca-maroc/38279.html,Essence,2018,7 cv,16.646 km,8 août 2023,Casablanca
TOYOTA Corolla Berline,140.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d29deb2a714.jpg,https://www.wandaloo.com/occasion/toyota-corolla-berline-diesel-occasion-fes-maroc/38281.html,Diesel,2018,6 cv,80.000 km,8 août 2023,Fès
FORD Fiesta,115.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/07/64c3f25fd8d9e.jpeg,https://www.wandaloo.com/occasion/ford-fiesta-diesel-occasion-casablanca-maroc/38231.html,Diesel,2018,6 cv,91.000 km,9 août 2023,Casablanca
VOLVO S60,140.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d3c1e82c63b.jpg,https://www.wandaloo.com/occasion/volvo-s60-diesel-occasion-casablanca-maroc/38285.html,Diesel,2017,8 cv,140.000 km,9 août 2023,Casablanca
VOLKSWAGEN Polo,77.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d3af2f2ece3.jpg,https://www.wandaloo.com/occasion/volkswagen-polo-essence-occasion-casablanca-maroc/38284.html,Essence,2011,cv,76.000 km,9 août 2023,Casablanca
SKODA Kodiaq,305.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cced45c34a4.jpeg,https://www.wandaloo.com/occasion/skoda-kodiaq-diesel-occasion-mohammadia-maroc/38269.html,Diesel,2020,8 cv,69.000 km,9 août 2023,Mohammadia
VOLKSWAGEN Caddy,89.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d249ab42541.jpg,https://www.wandaloo.com/occasion/volkswagen-caddy-diesel-occasion-casablanca-maroc/38280.html,Diesel,2016,7 cv,122.000 km,8 août 2023,Casablanca
CITROEN C3,50.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/citroen-c3-essence-occasion-rabat-maroc/38278.html,Essence,2010,6 cv,220.000 km,7 août 2023,Rabat
CITROEN C5,90.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/citroen-c5-diesel-occasion-rabat-maroc/38277.html,Diesel,2011,6 cv,350.000 km,7 août 2023,Rabat
CITROEN C3,55.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/01/64b8542924bdb.jpg,https://www.wandaloo.com/occasion/citroen-c3-diesel-occasion-taourirt-maroc/35743.html,Diesel,2006,6 cv,208.000 km,7 août 2023,Taourirt
RENAULT Mégane,60.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64d0f60cad3b0.jpg,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-laayoune-maroc/38276.html,Diesel,2010,6 cv,123.000 km,7 août 2023,Laayoune
MERCEDES Classe E,220.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/mercedes-classe-e-diesel-occasion-marrakech-maroc/38254.html,Diesel,2014,9 cv,218.000 km,6 août 2023,Marrakech
DS DS5,220.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cf7443b80ee.jpg,https://www.wandaloo.com/occasion/ds-ds5-diesel-occasion-tetouan-maroc/38274.html,Diesel,2019,9 cv,57.000 km,6 août 2023,Tétouan
AUDI A4,215.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ce8f1861103.jpg,https://www.wandaloo.com/occasion/audi-a4-diesel-occasion-casablanca-maroc/38272.html,Diesel,2014,8 cv,130.000 km,5 août 2023,Casablanca
DACIA Sandero,69.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cea670cf51e.jpg,https://www.wandaloo.com/occasion/dacia-sandero-diesel-occasion-rabat-maroc/38273.html,Diesel,2011,6 cv,138.900 km,5 août 2023,Rabat
RENAULT Mégane,236.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ce8524f3ad9.jpeg,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-tanger-maroc/38271.html,Diesel,2022,6 cv,11.900 km,5 août 2023,Tanger
BMW Série 5,210.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/07/64c838f21f108.jpeg,https://www.wandaloo.com/occasion/bmw-serie-5-diesel-occasion-rabat-maroc/38243.html,Diesel,2015,8 cv,194.000 km,5 août 2023,Rabat
LAND ROVER Freelander,117.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/land-rover-freelander-diesel-occasion-casablanca-maroc/38270.html,Diesel,2011,8 cv,207.000 km,4 août 2023,Casablanca
VOLKSWAGEN Golf,250.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ccd5c322147.jpg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-kenitra-maroc/38267.html,Diesel,2020,8 cv,96.000 km,4 août 2023,Kénitra
RENAULT Mégane,85.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cc219d1c98c.jpg,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-tanger-maroc/38265.html,Diesel,2009,6 cv,200.000 km,3 août 2023,Tanger
CITROEN C4,135.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cced626cf90.jpeg,https://www.wandaloo.com/occasion/citroen-c4-diesel-occasion-casablanca-maroc/38266.html,Diesel,2017,6 cv,69.000 km,4 août 2023,Casablanca
MERCEDES Classe C,650.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cd15f1854e2.jpg,https://www.wandaloo.com/occasion/mercedes-classe-c-diesel-occasion-fes-maroc/38261.html,Diesel,2023,11 cv,6.000 km,4 août 2023,Fès
BMW Série 3,113.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cc15dc9bf74.jpeg,https://www.wandaloo.com/occasion/bmw-serie-3-diesel-occasion-casablanca-maroc/38263.html,Diesel,2009,8 cv,200.000 km,3 août 2023,Casablanca
FORD Mondeo,50.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cc0e104be76.jpg,https://www.wandaloo.com/occasion/ford-mondeo-diesel-occasion-agadir-maroc/38262.html,Diesel,2007,8 cv,231.000 km,3 août 2023,Agadir
VOLKSWAGEN CC,115.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64caeef964aec.jpg,https://www.wandaloo.com/occasion/volkswagen-cc-diesel-occasion-kenitra-maroc/38258.html,Diesel,2011,8 cv,280.000 km,3 août 2023,Kénitra
BMW Série 3,215.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64cba85a775e6.jpeg,https://www.wandaloo.com/occasion/bmw-serie-3-diesel-occasion-kenitra-maroc/38260.html,Diesel,2015,8 cv,187.000 km,3 août 2023,Kénitra
NISSAN Tiida,58.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/03/64176e38a5c6f.jpg,https://www.wandaloo.com/occasion/nissan-tiida-essence-occasion-kenitra-maroc/37669.html,Essence,2010,cv,138.000 km,19 mars 2023,Kénitra
FIAT Doblo,85.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ca0674c3749.jpg,https://www.wandaloo.com/occasion/fiat-doblo-diesel-occasion-casablanca-maroc/38252.html,Diesel,2016,6 cv,168.000 km,2 août 2023,Casablanca
OPEL Grandland,220.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ca67166cfb0.jpg,https://www.wandaloo.com/occasion/opel-grandland-diesel-occasion-tetouan-maroc/38255.html,Diesel,2019,6 cv,96.000 km,2 août 2023,Tétouan
AUDI A4,175.000,https://www.wandaloo.com/files/Voiture-Occasion/2023/08/64ca67f57888f.jpeg,https://www.wandaloo.com/occasion/audi-a4-diesel-occasion-casablanca-maroc/38256.html,Diesel,2015,8 cv,102.000 km,2 août 2023,Casablanca
