title,price,image_url,details_url,fuel,year,horsepower,mileage,date,city
FORD S-Max,185.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-s-max-diesel-occasion-casablanca-maroc/37015.html,Diesel,2017,8 cv,91.000 km,7 novembre 2022,Casablanca
BMW Série 1,190.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/bmw-serie-1-diesel-occasion-casablanca-maroc/37014.html,Diesel,2017,6 cv,34.800 km,6 novembre 2022,Casablanca
LAND ROVER Range Rover Velar,460.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/land-rover-range-rover-velar-diesel-occasion-marrakech-maroc/36978.html,Diesel,2017,8 cv,65.000 km,6 novembre 2022,Marrakech
KIA Carens,57.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/11/63662a0aa07ec.jpg,https://www.wandaloo.com/occasion/kia-carens-diesel-occasion-tetouan-maroc/37010.html,Diesel,2008,8 cv,250.000 km,5 novembre 2022,Tétouan
HONDA HR-V,220.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/honda-hr-v-diesel-occasion-casablanca-maroc/37008.html,Diesel,2019,6 cv,54.000 km,4 novembre 2022,Casablanca
AUDI A1,320.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/632315ee6dce0.jpg,https://www.wandaloo.com/occasion/audi-a1-essence-occasion-casablanca-maroc/36810.html,Essence,2021,9 cv,26.000 km,4 novembre 2022,Casablanca
KIA Sportage,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/11/636444896cd39.jpeg,https://www.wandaloo.com/occasion/kia-sportage-diesel-occasion-mohammadia-maroc/37007.html,Diesel,2015,6 cv,190.000 km,3 novembre 2022,Mohammadia
RENAULT Clio,28.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6349123ee0966.jpg,https://www.wandaloo.com/occasion/renault-clio-essence-occasion-temara-maroc/36932.html,Essence,1997,7 cv,200.000 km,3 novembre 2022,Temara
VOLKSWAGEN Arteon,320.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-arteon-diesel-occasion-rabat-maroc/37006.html,Diesel,2019,8 cv,25.000 km,3 novembre 2022,Rabat
VOLKSWAGEN Golf,205.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-casablanca-maroc/37005.html,Diesel,2019,8 cv,79.000 km,3 novembre 2022,Casablanca
OPEL Astra,163.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/opel-astra-diesel-occasion-casablanca-maroc/37004.html,Diesel,2019,6 cv,129.500 km,2 novembre 2022,Casablanca
BMW Série 5,260.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/bmw-serie-5-diesel-occasion-casablanca-maroc/37003.html,Diesel,2017,8 cv,167.000 km,2 novembre 2022,Casablanca
CITROEN C3,116.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/citroen-c3-essence-occasion-kenitra-maroc/36920.html,Essence,2017,7 cv,20.000 km,2 novembre 2022,Kénitra
TOYOTA Corolla Berline,164.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/toyota-corolla-berline-diesel-occasion-rabat-maroc/37002.html,Diesel,2018,6 cv,100.000 km,2 novembre 2022,Rabat
HYUNDAI Tucson,270.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/6362302f7bf8c.jpg,https://www.wandaloo.com/occasion/hyundai-tucson-diesel-occasion-rabat-maroc/36615.html,Diesel,2018,7 cv,101.000 km,2 novembre 2022,Rabat
SEAT Leon,83.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/seat-leon-diesel-occasion-beni-mellal-maroc/37001.html,Diesel,2007,8 cv,138.000 km,2 novembre 2022,Beni Mellal
VOLVO C30,70.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volvo-c30-diesel-occasion-rabat-maroc/36999.html,Diesel,2012,cv,110.000 km,2 novembre 2022,Rabat
NISSAN Juke,182.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/nissan-juke-diesel-occasion-casablanca-maroc/36995.html,Diesel,2018,6 cv,19.000 km,2 novembre 2022,Casablanca
MERCEDES Classe B,160.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/mercedes-classe-b-diesel-occasion-casablanca-maroc/36993.html,Diesel,2013,7 cv,159.432 km,1 novembre 2022,Casablanca
VOLKSWAGEN Passat,280.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-passat-diesel-occasion-casablanca-maroc/36990.html,Diesel,2018,8 cv,60.000 km,1 novembre 2022,Casablanca
PEUGEOT Partner,61.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62dfda0789680.jpg,https://www.wandaloo.com/occasion/peugeot-partner-diesel-occasion-skhirate-maroc/36611.html,Diesel,2009,7 cv,150.000 km,1 novembre 2022,Skhirate
RENAULT Clio,164.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-rabat-maroc/36988.html,Diesel,2021,7 cv,47.000 km,1 novembre 2022,Rabat
PEUGEOT 3008,310.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/peugeot-3008--occasion-casablanca-maroc/36985.html,,2022,8 cv,2.000 km,31 octobre 2022,Casablanca
MERCEDES Classe E,160.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/mercedes-classe-e-essence-occasion-casablanca-maroc/36986.html,Essence,2009,17 cv,60.000 km,1 novembre 2022,Casablanca
PEUGEOT 208,150.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/peugeot-208-diesel-occasion-kenitra-maroc/36987.html,Diesel,2022,6 cv,3.500 km,1 novembre 2022,Kénitra
MERCEDES Classe E,106.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/mercedes-classe-e-diesel-occasion-tetouan-maroc/36984.html,Diesel,2007,13 cv,320.000 km,31 octobre 2022,Tétouan
VOLKSWAGEN Bora,54.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-bora-diesel-occasion-agadir-maroc/36967.html,Diesel,2002,8 cv,300.000 km,30 octobre 2022,Agadir
JEEP Compass,273.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/jeep-compass-diesel-occasion-casablanca-maroc/36979.html,Diesel,2021,7 cv,18.000 km,29 octobre 2022,Casablanca
DACIA Dokker,127.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634d659e5a84a.jpg,https://www.wandaloo.com/occasion/dacia-dokker-diesel-occasion-marrakech-maroc/36945.html,Diesel,2021,6 cv,20.000 km,27 octobre 2022,Marrakech
DFSK Glory IX5,270.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/635a956ab30f5.jpeg,https://www.wandaloo.com/occasion/dfsk-glory-ix5-essence-occasion-casablanca-maroc/36975.html,Essence,2021,9 cv,7.000 km,27 octobre 2022,Casablanca
HYUNDAI Tucson,85.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/hyundai-tucson-diesel-occasion-tanger-maroc/36976.html,Diesel,2009,8 cv,200.000 km,27 octobre 2022,Tanger
RENAULT Clio,121.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6347dc124404e.jpg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-casablanca-maroc/36929.html,Diesel,2016,6 cv,57.000 km,26 octobre 2022,Casablanca
ALFA ROMEO MiTo,90.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/alfa-romeo-mito-diesel-occasion-casablanca-maroc/36971.html,Diesel,2013,6 cv,37.800 km,26 octobre 2022,Casablanca
OPEL Adam,112.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/opel-adam-essence-occasion-casablanca-maroc/36973.html,Essence,2018,7 cv,25.000 km,26 octobre 2022,Casablanca
VOLKSWAGEN Tiguan,260.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-tiguan-diesel-occasion-casablanca-maroc/36970.html,Diesel,2017,8 cv,120.000 km,26 octobre 2022,Casablanca
BMW Série 3,208.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/bmw-serie-3-diesel-occasion-kenitra-maroc/36969.html,Diesel,2014,8 cv,118.000 km,25 octobre 2022,Kénitra
HYUNDAI i30,90.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634e6a1a1506b.png,https://www.wandaloo.com/occasion/hyundai-i30-diesel-occasion-fes-maroc/36942.html,Diesel,2010,6 cv,149.000 km,25 octobre 2022,Fès
FORD Focus,97.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-focus-diesel-occasion-tetouan-maroc/36968.html,Diesel,2014,6 cv,290.000 km,25 octobre 2022,Tétouan
VOLKSWAGEN Caddy,163.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-caddy-diesel-occasion-casablanca-maroc/36964.html,Diesel,2020,8 cv,120.000 km,25 octobre 2022,Casablanca
FORD Focus,83.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-focus-diesel-occasion-casablanca-maroc/36966.html,Diesel,2011,7 cv,170.500 km,24 octobre 2022,Casablanca
VOLKSWAGEN CC,175.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-cc-diesel-occasion-temara-maroc/36919.html,Diesel,2017,8 cv,180.000 km,24 octobre 2022,Temara
FORD Transit,265.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-transit-diesel-occasion-casablanca-maroc/36963.html,Diesel,2021,cv,23.176 km,23 octobre 2022,Casablanca
MERCEDES Classe E,52.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/mercedes-classe-e-diesel-occasion-kenitra-maroc/36962.html,Diesel,2003,11 cv,270.000 km,22 octobre 2022,Kénitra
DACIA Logan,93.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633c2bbc75ee7.jpg,https://www.wandaloo.com/occasion/dacia-logan-diesel-occasion-casablanca-maroc/36892.html,Diesel,2017,6 cv,93.000 km,22 octobre 2022,Casablanca
CHEVROLET Cruze,120.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6351e6ef542c9.jpeg,https://www.wandaloo.com/occasion/chevrolet-cruze-diesel-occasion-casablanca-maroc/36960.html,Diesel,2014,8 cv,115.000 km,21 octobre 2022,Casablanca
KIA Ceed,120.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/kia-ceed-diesel-occasion-marrakech-maroc/36958.html,Diesel,2015,7 cv,49.000 km,20 octobre 2022,Marrakech
FIAT Albea,48.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/fiat-albea-essence-occasion-tetouan-maroc/36959.html,Essence,2009,8 cv,200.000 km,20 octobre 2022,Tétouan
AUDI Q5,430.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/audi-q5-diesel-occasion-agadir-maroc/36953.html,Diesel,2018,8 cv,93.000 km,20 octobre 2022,Agadir
PEUGEOT 208,128.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/peugeot-208-diesel-occasion-casablanca-maroc/36952.html,Diesel,2017,6 cv,81.000 km,20 octobre 2022,Casablanca
JAGUAR XJ,170.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/jaguar-xj-diesel-occasion-rabat-maroc/36951.html,Diesel,2012,12 cv,119.000 km,20 octobre 2022,Rabat
OPEL Astra,88.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634fd54d9174b.jpeg,https://www.wandaloo.com/occasion/opel-astra-diesel-occasion-casablanca-maroc/36950.html,Diesel,2011,6 cv,170.000 km,19 octobre 2022,Casablanca
CHEVROLET Cruze,65.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634ee4aeeb2c6.jpeg,https://www.wandaloo.com/occasion/chevrolet-cruze-diesel-occasion-rabat-maroc/36949.html,Diesel,2010,8 cv,160.000 km,18 octobre 2022,Rabat
VOLKSWAGEN Tiguan,207.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634d2756d9a43.jpg,https://www.wandaloo.com/occasion/volkswagen-tiguan-diesel-occasion-casablanca-maroc/36947.html,Diesel,2015,8 cv,134.000 km,17 octobre 2022,Casablanca
FIAT 500,152.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/6320762be7a6f.jpg,https://www.wandaloo.com/occasion/fiat-500-essence-occasion-casablanca-maroc/36795.html,Essence,2020,7 cv,10.000 km,17 octobre 2022,Casablanca
RENAULT Mégane,139.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634ba615302e9.jpeg,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-kenitra-maroc/36944.html,Diesel,2018,6 cv,110.000 km,16 octobre 2022,Kénitra
FIAT 500,79.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634b34f92b942.jpeg,https://www.wandaloo.com/occasion/fiat-500-diesel-occasion-casablanca-maroc/36943.html,Diesel,2014,7 cv,180.000 km,15 octobre 2022,Casablanca
VOLKSWAGEN Passat,88.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634af0c5b52ce.jpg,https://www.wandaloo.com/occasion/volkswagen-passat-diesel-occasion-agadir-maroc/36940.html,Diesel,2007,8 cv,255.700 km,15 octobre 2022,Agadir
BMW Série 3,220.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634acccf5d6fd.jpg,https://www.wandaloo.com/occasion/bmw-serie-3-diesel-occasion-agadir-maroc/36939.html,Diesel,2015,8 cv,108.000 km,15 octobre 2022,Agadir
FORD Kuga,190.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634acb5adad9d.jpeg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-rabat-maroc/36938.html,Diesel,2017,8 cv,100.000 km,15 octobre 2022,Rabat
PEUGEOT 3008,330.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/06/62ba08f21c833.jpg,https://www.wandaloo.com/occasion/peugeot-3008-diesel-occasion-rabat-maroc/36518.html,Diesel,2021,8 cv,22.000 km,15 octobre 2022,Rabat
NISSAN Juke,230.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/nissan-juke-essence-occasion-sale-maroc/36936.html,Essence,2021,6 cv,4.000 km,14 octobre 2022,Salé
VOLKSWAGEN CC,219.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6348052b454c2.jpg,https://www.wandaloo.com/occasion/volkswagen-cc-diesel-occasion-casablanca-maroc/36930.html,Diesel,2017,8 cv,111.000 km,13 octobre 2022,Casablanca
OPEL Astra,95.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/63250d1a3dfc6.jpg,https://www.wandaloo.com/occasion/opel-astra-diesel-occasion-casablanca-maroc/36819.html,Diesel,2011,7 cv,176.800 km,13 octobre 2022,Casablanca
VOLKSWAGEN Passat,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2021/07/610b0946da9a4.jpg,https://www.wandaloo.com/occasion/volkswagen-passat-diesel-occasion-casablanca-maroc/34684.html,Diesel,2012,8 cv,106.000 km,12 octobre 2022,Casablanca
HONDA Accord,60.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634708f030b06.jpeg,https://www.wandaloo.com/occasion/honda-accord-essence-occasion-rabat-maroc/36928.html,Essence,2009,9 cv,190.000 km,12 octobre 2022,Rabat
HONDA Accord,78.000,https://www.wandaloo.com/files/Voiture-Occasion/2021/01/600f48b88b663.jpeg,https://www.wandaloo.com/occasion/honda-accord-essence-occasion-rabat-maroc/33628.html,Essence,2008,11 cv,157.000 km,25 janvier 2021,Rabat
DACIA Dokker,98.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6346d993011be.jpeg,https://www.wandaloo.com/occasion/dacia-dokker-diesel-occasion-casablanca-maroc/36925.html,Diesel,2018,6 cv,320.000 km,12 octobre 2022,Casablanca
DACIA Dokker,95.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6346d9f29f087.jpeg,https://www.wandaloo.com/occasion/dacia-dokker-diesel-occasion-casablanca-maroc/36926.html,Diesel,2017,6 cv,180.000 km,12 octobre 2022,Casablanca
RENAULT Mégane,95.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6346da6f10905.png,https://www.wandaloo.com/occasion/renault-megane-diesel-occasion-casablanca-maroc/36924.html,Diesel,2009,7 cv,132.000 km,12 octobre 2022,Casablanca
LAND ROVER Range Rover Evoque,355.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6346a6c94cda5.jpg,https://www.wandaloo.com/occasion/land-rover-range-rover-evoque-diesel-occasion-rabat-maroc/36923.html,Diesel,2017,9 cv,70.000 km,12 octobre 2022,Rabat
MERCEDES GLC,450.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/mercedes-glc-diesel-occasion-casablanca-maroc/36917.html,Diesel,2019,9 cv,14.000 km,11 octobre 2022,Casablanca
FORD Kuga,290.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/63448910a7a59.jpg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-casablanca-maroc/36918.html,Diesel,2021,6 cv,11.177 km,10 octobre 2022,Casablanca
VOLKSWAGEN Touareg,800.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-touareg-diesel-occasion-agadir-maroc/36912.html,Diesel,2022,12 cv,22.000 km,10 octobre 2022,Agadir
DACIA Sandero,89.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/dacia-sandero-essence-occasion-casablanca-maroc/36910.html,Essence,2018,7 cv,13.100 km,9 octobre 2022,Casablanca
VOLKSWAGEN Fox,49.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-fox-essence-occasion-temara-maroc/36915.html,Essence,2006,6 cv,148.000 km,9 octobre 2022,Temara
KIA Carens,152.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/kia-carens-diesel-occasion-casablanca-maroc/36914.html,Diesel,2018,6 cv,107.000 km,9 octobre 2022,Casablanca
LAND ROVER Range Rover,355.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/land-rover-range-rover-diesel-occasion-casablanca-maroc/36913.html,Diesel,2015,12 cv,138.000 km,9 octobre 2022,Casablanca
HYUNDAI Accent,90.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/hyundai-accent-diesel-occasion-oujda-maroc/36911.html,Diesel,2020,6 cv,24.000 km,9 octobre 2022,Oujda
VOLKSWAGEN Golf,420.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/6321fd5009528.jpg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-casablanca-maroc/36806.html,Diesel,2021,8 cv,18.000 km,8 octobre 2022,Casablanca
KIA Picanto,124.500,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/kia-picanto-essence-occasion-sale-maroc/36908.html,Essence,2022,6 cv,4.000 km,7 octobre 2022,Salé
HONDA CR-V,190.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/honda-cr-v-diesel-occasion-casablanca-maroc/36907.html,Diesel,2017,6 cv,93.000 km,7 octobre 2022,Casablanca
SKODA Karoq,310.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/634049778ecc9.jpg,https://www.wandaloo.com/occasion/skoda-karoq-diesel-occasion-kenitra-maroc/36906.html,Diesel,2021,8 cv,40.000 km,7 octobre 2022,Kénitra
KIA Sportage,285.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/kia-sportage-diesel-occasion-casablanca-maroc/36900.html,Diesel,2020,8 cv,40.500 km,6 octobre 2022,Casablanca
AUDI A4,166.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633ed8be410ae.jpeg,https://www.wandaloo.com/occasion/audi-a4-diesel-occasion-rabat-maroc/36899.html,Diesel,2012,8 cv,169.500 km,6 octobre 2022,Rabat
SEAT Leon,230.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633f4aee59ba6.jpg,https://www.wandaloo.com/occasion/seat-leon-diesel-occasion-sale-maroc/36905.html,Diesel,2020,8 cv,56.000 km,6 octobre 2022,Salé
VOLVO S60,210.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633f0591cdce4.jpg,https://www.wandaloo.com/occasion/volvo-s60-diesel-occasion-marrakech-maroc/36904.html,Diesel,2018,8 cv,80.000 km,6 octobre 2022,Marrakech
BMW X1,165.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633ec82e57628.jpg,https://www.wandaloo.com/occasion/bmw-x1-diesel-occasion-rabat-maroc/36898.html,Diesel,2010,8 cv,250.000 km,6 octobre 2022,Rabat
VOLVO XC60,190.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e322500b0cd.jpeg,https://www.wandaloo.com/occasion/volvo-xc60-diesel-occasion-casablanca-maroc/36621.html,Diesel,2015,8 cv,176.000 km,6 octobre 2022,Casablanca
BMW Série 4 Gran Coupé,290.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633dc3075b699.jpg,https://www.wandaloo.com/occasion/bmw-serie-4-gran-coupe-diesel-occasion-rabat-maroc/36897.html,Diesel,2016,8 cv,160.000 km,5 octobre 2022,Rabat
VOLKSWAGEN Touareg,400.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633c7ca633a3a.jpg,https://www.wandaloo.com/occasion/volkswagen-touareg-diesel-occasion-casablanca-maroc/36895.html,Diesel,2019,12 cv,54.000 km,4 octobre 2022,Casablanca
FORD Fiesta,109.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633c0aa108c64.jpg,https://www.wandaloo.com/occasion/ford-fiesta-diesel-occasion-casablanca-maroc/36890.html,Diesel,2015,6 cv,109.000 km,4 octobre 2022,Casablanca
DACIA Duster,95.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633c0179d75b5.jpg,https://www.wandaloo.com/occasion/dacia-duster-diesel-occasion-casablanca-maroc/36889.html,Diesel,2012,6 cv,167.000 km,4 octobre 2022,Casablanca
HYUNDAI ix35,130.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/hyundai-ix35-diesel-occasion-agadir-maroc/36891.html,Diesel,2012,8 cv,154.000 km,4 octobre 2022,Agadir
FORD Focus,107.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633b227cafd06.jpg,https://www.wandaloo.com/occasion/ford-focus-diesel-occasion-agadir-maroc/36888.html,Diesel,2012,6 cv,194.000 km,3 octobre 2022,Agadir
BMW Série 3,225.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633ae285ebf0b.jpeg,https://www.wandaloo.com/occasion/bmw-serie-3-diesel-occasion-kenitra-maroc/36884.html,Diesel,2014,8 cv,117.000 km,3 octobre 2022,Kénitra
BMW Série 3,110.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633b1f297118a.jpg,https://www.wandaloo.com/occasion/bmw-serie-3-essence-occasion-casablanca-maroc/36886.html,Essence,2011,11 cv,99.100 km,3 octobre 2022,Casablanca
BMW Série 3,370.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/632aff9507ca5.jpg,https://www.wandaloo.com/occasion/bmw-serie-3-diesel-occasion-casablanca-maroc/36837.html,Diesel,2020,8 cv,85.000 km,3 octobre 2022,Casablanca
OPEL Corsa,43.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/63128d945ffdf.jpg,https://www.wandaloo.com/occasion/opel-corsa-essence-occasion-casablanca-maroc/36754.html,Essence,2004,6 cv,227.000 km,2 octobre 2022,Casablanca
CITROEN C4 Cactus,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6339bc7901897.jpeg,https://www.wandaloo.com/occasion/citroen-c4-cactus-diesel-occasion-rabat-maroc/36881.html,Diesel,2015,6 cv,91.000 km,2 octobre 2022,Rabat
FORD Kuga,155.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/6339b42862de8.jpg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-agadir-maroc/36880.html,Diesel,2015,6 cv,102.000 km,2 octobre 2022,Agadir
DACIA Logan,63.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/dacia-logan-diesel-occasion-beni-mellal-maroc/36879.html,Diesel,2008,6 cv,230.000 km,2 octobre 2022,Beni Mellal
HYUNDAI Accent,138.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/10/633895830a927.jpeg,https://www.wandaloo.com/occasion/hyundai-accent-diesel-occasion-marrakech-maroc/36878.html,Diesel,2020,6 cv,86.000 km,1 octobre 2022,Marrakech
CITROEN C3,100.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/63370185dad57.jpg,https://www.wandaloo.com/occasion/citroen-c3-diesel-occasion-casablanca-maroc/36874.html,Diesel,2019,6 cv,76.000 km,30 septembre 2022,Casablanca
LAND ROVER Range Rover Evoque,325.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/63308c531b665.jpg,https://www.wandaloo.com/occasion/land-rover-range-rover-evoque-diesel-occasion-el-jadida-maroc/36855.html,Diesel,2018,8 cv,75.000 km,30 septembre 2022,El Jadida
NISSAN Micra,140.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/6335a9d100748.jpg,https://www.wandaloo.com/occasion/nissan-micra-diesel-occasion-el-jadida-maroc/36869.html,Diesel,2018,6 cv,72.000 km,29 septembre 2022,El Jadida
TOYOTA RAV 4,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/63360a52245f6.jpg,https://www.wandaloo.com/occasion/toyota-rav-4-diesel-occasion-fes-maroc/36872.html,Diesel,2012,9 cv,120.000 km,29 septembre 2022,Fès
LAND ROVER Range Rover Evoque,274.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/09/633487058e690.jpg,https://www.wandaloo.com/occasion/land-rover-range-rover-evoque-diesel-occasion-mohammadia-maroc/36867.html,Diesel,2016,8 cv,104.000 km,28 septembre 2022,Mohammadia
